,Mass,Intensity,RT
1990,302.144831704932,5773.344,2104.3916015625
1991,302.1599675709924,4058.2175,2104.3916015625
1992,300.0896268618876,6992.5063,2106.23901367188
1993,300.16589043271983,32411.178,2106.23901367188
1994,300.20218004319656,3119.3237,2106.23901367188
1995,300.5005338098361,7710.2617,2106.23901367188
1996,301.14149798300593,29620.992,2106.23901367188
1997,302.16023322786157,4715.85,2106.23901367188
1998,300.0900237298247,6141.7227,2107.77758789062
1999,300.16580210462007,26197.564,2107.77758789062
2000,300.2018173211227,4029.9116,2107.77758789062
2001,300.50047039616095,10424.811,2107.77758789062
2002,301.141514525268,34250.07,2107.77758789062
2003,301.17814222094194,3474.3381,2107.77758789062
2004,300.08936279152607,6112.9277,2109.30712890625
2005,300.16585841635003,23847.172,2109.30712890625
2006,300.20170671107377,3636.5403,2109.30712890625
2007,300.5000915726203,10432.788,2109.30712890625
2008,300.83495932043434,2440.1614,2109.30712890625
2009,301.14156539606415,38214.29,2109.30712890625
2010,300.02947566217483,1638.749,2110.5263671875
2011,300.0655430441985,1491.2454,2110.5263671875
2012,300.0896932164819,4107.8086,2110.5263671875
2013,300.16582253912793,26367.895,2110.5263671875
2014,300.20214668339014,3927.0188,2110.5263671875
2015,300.50021125897973,7102.504,2110.5263671875
2016,300.07160842401186,1118.2852,2112.11962890625
2017,300.08940683316933,6552.0786,2112.11962890625
2018,300.1116688193518,1750.6406,2112.11962890625
2019,300.14424064170316,2024.4509,2112.11962890625
2020,300.1657960279353,24940.793,2112.11962890625
2021,300.18132256245326,1398.3906,2112.11962890625
2022,300.0895641012321,6916.8887,2113.7138671875
2023,300.11116825006195,1974.378,2113.7138671875
2024,300.1447403368272,1803.1754,2113.7138671875
2025,300.1658180772309,21056.547,2113.7138671875
2026,300.18047165198834,1822.9381,2113.7138671875
2027,300.20190333375797,4390.1055,2113.7138671875
2028,300.0898324184524,4955.2603,2115.34301757812
2029,300.11175401607613,1316.741,2115.34301757812
2030,300.16578243814934,23537.014,2115.34301757812
2031,300.2021094622587,3437.203,2115.34301757812
2032,300.29803823970394,1219.8657,2115.34301757812
2033,300.33462256305796,1975.3911,2115.34301757812
2034,300.08984919238924,6647.62,2117.66967773438
2035,300.11150131787844,2944.0657,2117.66967773438
2036,300.14479819034847,1423.5334,2117.66967773438
2037,300.1659804899149,18557.385,2117.66967773438
2038,300.20233440289263,1906.6255,2117.66967773438
2039,300.2982047097986,1413.21,2117.66967773438
2040,300.08954647459586,7866.784,2120.35668945312
2041,300.111570645709,3792.0994,2120.35668945312
2042,300.1443687915097,1434.4397,2120.35668945312
2043,300.1658733450175,19819.713,2120.35668945312
2044,300.2021053989828,3988.3792,2120.35668945312
2045,300.2896912845962,1118.6888,2120.35668945312
2046,300.03003105201344,981.4376,2121.99658203125
2047,300.06562492053916,853.1967,2121.99658203125
2048,300.0897127804851,4569.282,2121.99658203125
2049,300.11175519175794,4179.1973,2121.99658203125
2050,300.1449005710235,912.70844,2121.99658203125
2051,300.16587569259957,22924.416,2121.99658203125
2052,300.0614383016177,829.50085,2123.63012695312
2053,300.0896189679589,6623.4526,2123.63012695312
2054,300.1113132688225,4243.079,2123.63012695312
